Date,Open,High,Low,Close,Adj Close,Volume
2003-12-23,1232.402710,1327.202881,1232.402710,1232.402710,696.160950,426686
2003-12-24,1232.402710,1232.402710,1232.402710,1232.402710,696.160950,0
2003-12-25,1232.402710,1232.402710,1232.402710,1232.402710,696.160950,0
2003-12-26,1232.402710,1232.402710,1232.402710,1232.402710,696.160950,0
2003-12-29,1232.402710,1303.502808,1232.402710,1303.502808,736.324036,159809
2003-12-30,1303.502808,1303.502808,1232.402710,1232.402710,696.160950,365505
2003-12-31,1232.402710,1232.402710,1232.402710,1232.402710,696.160950,0
2004-01-01,1232.402710,1232.402710,1232.402710,1232.402710,696.160950,0
2004-01-02,1232.402710,1256.102783,1232.402710,1232.402710,696.160950,71729
2004-01-05,1232.402710,1256.102783,1232.402710,1232.402710,696.160950,313290
2004-01-06,1232.402710,1232.402710,1185.002563,1208.702637,682.773132,194619
2004-01-07,1208.702637,1208.702637,1161.302612,1185.002563,669.385620,618669
2004-01-08,1185.002563,1185.002563,1185.002563,1185.002563,669.385620,1117613
2004-01-09,1185.002563,1256.102783,1185.002563,1232.402710,696.160950,2761597
2004-01-12,1232.402710,1232.402710,1208.702637,1208.702637,682.773132,238923
2004-01-13,1185.002563,1208.702637,1185.002563,1185.002563,669.385620,213607
2004-01-14,1208.702637,1232.402710,1185.002563,1232.402710,696.160950,858647
2004-01-15,1232.402710,1232.402710,1232.402710,1232.402710,696.160950,607593
2004-01-16,1232.402710,1279.802856,1232.402710,1256.102783,709.548645,205168
2004-01-19,1232.402710,1232.402710,1208.702637,1208.702637,682.773132,491032
2004-01-20,1232.402710,1232.402710,1208.702637,1208.702637,682.773132,493142
2004-01-21,1232.402710,1232.402710,1208.702637,1208.702637,682.773132,46940
2004-01-22,1208.702637,1208.702637,1208.702637,1208.702637,682.773132,0
2004-01-23,1232.402710,1232.402710,1232.402710,1232.402710,696.160950,183016
2004-01-26,1232.402710,1232.402710,1208.702637,1208.702637,682.773132,132383
2004-01-27,1232.402710,1232.402710,1208.702637,1232.402710,696.160950,201476
2004-01-28,1208.702637,1208.702637,1208.702637,1208.702637,682.773132,208332
2004-01-29,1208.702637,1208.702637,1208.702637,1208.702637,682.773132,583859
2004-01-30,1208.702637,1208.702637,1208.702637,1208.702637,682.773132,15295
2004-02-02,1208.702637,1208.702637,1208.702637,1208.702637,682.773132,0
2004-02-03,1208.702637,1208.702637,1137.602539,1185.002563,669.385620,951474
2004-02-04,1185.002563,1185.002563,1161.302612,1161.302612,655.997803,73312
2004-02-05,1161.302612,1185.002563,1161.302612,1185.002563,669.385620,107067
2004-02-06,1185.002563,1208.702637,1185.002563,1185.002563,669.385620,129219
2004-02-09,1185.002563,1208.702637,1185.002563,1208.702637,682.773132,199894
2004-02-10,1185.002563,1208.702637,1185.002563,1185.002563,669.385620,145041
2004-02-11,1185.002563,1232.402710,1185.002563,1208.702637,682.773132,169303
2004-02-12,1208.702637,1208.702637,1208.702637,1208.702637,682.773132,93881
2004-02-13,1208.702637,1208.702637,1208.702637,1208.702637,682.773132,99683
2004-02-16,1208.702637,1208.702637,1185.002563,1185.002563,669.385620,9493
2004-02-17,1208.702637,1208.702637,1208.702637,1208.702637,682.773132,71729
2004-02-18,1208.702637,1208.702637,1185.002563,1208.702637,682.773132,318037
2004-02-19,1208.702637,1232.402710,1208.702637,1232.402710,696.160950,184598
2004-02-20,1208.702637,1303.502808,1208.702637,1256.102783,709.548645,1132381
2004-02-23,1256.102783,1256.102783,1256.102783,1256.102783,709.548645,0
2004-02-24,1232.402710,1232.402710,1232.402710,1232.402710,696.160950,566454
2004-02-25,1232.402710,1256.102783,1208.702637,1208.702637,682.773132,352847
2004-02-26,1232.402710,1232.402710,1185.002563,1208.702637,682.773132,591243
2004-02-27,1208.702637,1208.702637,1185.002563,1185.002563,669.385620,20569
2004-03-01,1185.002563,1185.002563,1137.602539,1137.602539,642.609985,560125
2004-03-02,1161.302612,1185.002563,1161.302612,1161.302612,655.997803,164029
2004-03-03,1161.302612,1185.002563,1161.302612,1161.302612,655.997803,120780
2004-03-04,1161.302612,1185.002563,1161.302612,1161.302612,655.997803,58016
2004-03-05,1185.002563,1185.002563,1185.002563,1185.002563,669.385620,105485
2004-03-08,1185.002563,1185.002563,1161.302612,1161.302612,655.997803,17405
2004-03-09,1161.302612,1161.302612,1161.302612,1161.302612,655.997803,33227
2004-03-10,1137.602539,1137.602539,1137.602539,1137.602539,642.609985,45885
2004-03-11,1137.602539,1137.602539,1113.902466,1113.902466,629.222412,77531
2004-03-12,1090.202393,1090.202393,1066.502319,1090.202393,615.834656,272678
2004-03-15,1137.602539,1137.602539,1090.202393,1090.202393,615.834656,15822
2004-03-16,1090.202393,1090.202393,1066.502319,1090.202393,615.834656,342826
2004-03-17,1090.202393,1090.202393,1090.202393,1090.202393,615.834656,63291
2004-03-18,1113.902466,1113.902466,1090.202393,1113.902466,629.222412,25316
2004-03-19,1066.502319,1090.202393,1066.502319,1090.202393,615.834656,7911
2004-03-22,1090.202393,1090.202393,1090.202393,1090.202393,615.834656,0
2004-03-23,1090.202393,1090.202393,1090.202393,1090.202393,615.834656,6856
2004-03-24,1090.202393,1090.202393,1090.202393,1090.202393,615.834656,23206
2004-03-25,1090.202393,1090.202393,1090.202393,1090.202393,615.834656,22151
2004-03-26,1090.202393,1090.202393,1066.502319,1090.202393,615.834656,272151
2004-03-29,1066.502319,1090.202393,1066.502319,1090.202393,615.834656,69620
2004-03-30,1066.502319,1090.202393,1066.502319,1090.202393,615.834656,24261
2004-03-31,1090.202393,1090.202393,1066.502319,1090.202393,615.834656,1006854
2004-04-01,1066.502319,1066.502319,1066.502319,1066.502319,602.447021,222045
